date,vendor,invoice_number,amount,currency,direction,gmail_message_id,notes
2026-06-28,רבו פילאטיס (upapp/hyp),1009776913,UNKNOWN,ILS,expense,19f0e6cc3adcfad7,קובץ לא סונכרן - octet-stream
2026-06-29,שני גולן כהן,61707,960.00,ILS,expense,19f128605f9e3f4c,לקוח: יוסף דן גור; טיפול
2026-06-30,Apple,850154719044,519.60,ILS,expense,19f189a0feb4b92f,
2026-06-30,Google Workspace,5612919402,2.72,EUR,expense,19f2061a17c8b4a9,Business Starter 19-30.6
2026-06-30,Wolt - ברד,6a43d06bbc575909ea076559,161.90,ILS,expense,19f190be611e7102,
2026-06-30,Wolt - הטוניסאי,6a438ce43d4cfa2f31d8aacf,37.00,ILS,expense,19f181bf4cf466a4,
2026-06-30,Wolt - הטריפוליטאי,6a438c9bbfc6821a66b779ec,186.90,ILS,expense,19f181b93224c106,
2026-06-30,סופה הסעות וטיולים,158110,7830.00,ILS,expense,19f36c4d974bbca2,ארנונה 7-8/26 עבור AAA
2026-06-30,קארדקום סליקה,186881,424.61,ILS,expense,19f1fb593056f2ad,עמלות סליקה יוני; מחזור 26430 הועבר נטו 26005.39
2026-06-30,שקרון דניאל רוג'ר (שכירות),01/010057,3245.00,ILS,expense,19f562d4f6ad3f3c,שכירות 06/26 חלק 1 מתוך 2
2026-06-30,שקרון דניאל רוג'ר (שכירות),01/010058,3245.00,ILS,expense,19f562d4f6ad3f3c,שכירות 06/26 חלק 2 מתוך 2
2026-07-01,Holmes Place,756064593,242.46,ILS,expense,19f11769f78d8fd3,לקוח: אושר דן גור; מנוי 12 חודשים
2026-07-01,Holmes Place,756064673,272.11,ILS,expense,19f1176f01bf320b,לקוח: יוסי דן גור; מנוי 12 חודשים
2026-07-01,Wolt - ג׳פניקה כשר,6a44a8892b7294cab3c460e6,600.90,ILS,expense,19f1d59d9ec90abc,
2026-07-01,Wolt - וולט מרקט,6a44e9d2fd14772538272889,88.70,ILS,expense,19f1d6ec9f885321,
2026-07-01,Wolt - וולט מרקט,6a44f79bcefc7fa15bc7288a,23.90,ILS,expense,19f1d6f24ab9f3b8,
2026-07-01,Wolt - וולט מרקט,6a453e825d4bdc0464cce3a2,7.35,ILS,expense,19f1e85f8708bbda,
2026-07-01,Wolt - וולט מרקט,6a455499aa38e00d78cf8e4f,46.80,ILS,expense,19f1ee71d02b42e0,
2026-07-01,פרטנר תקשורת,18715384,43.85,ILS,expense,19f390b467c58ba5,חשבון יוני; מס' מייל 1057426863
2026-07-02,Wolt - וולט מרקט,6a4637a645c6ad5797033a8b,57.80,ILS,expense,19f225b5bc27b5ed,
2026-07-02,Wolt - וולט מרקט,6a46446a50f8c7a9202da997,34.35,ILS,expense,19f229229f8ab858,
2026-07-02,Wolt - וולט מרקט,6a466ee4a4888dac66b84ead,9.50,ILS,expense,19f2326470b53754,
2026-07-02,Wolt - וולט מרקט,6a4663968a0d233d217ee2bd,27.90,ILS,expense,19f2326495fe768f,
2026-07-02,רבו פילאטיס (upapp/hyp),1009822204,UNKNOWN,ILS,expense,19f2117b29b491bf,קובץ לא סונכרן - octet-stream
2026-07-03,Wolt - סופר דוש,6a47782e3bfd62644665cdfc,506.40,ILS,expense,19f274e5ab989f33,
2026-07-03,לוטם זיו - קלינאית תקשורת,12416,2450.00,ILS,expense,19f26dc8e6b2bc1c,YPAY; עבור רפאל ארי דן-גור; 6 טיפולים
2026-07-04,Eventer (A list),4536,0,ILS,expense,19f2a708415d238a,כרטיס חינם - הזמנה 20734188026
2026-07-05,Apple,844157227889,175.60,ILS,expense,19f3412a2301a564,
2026-07-05,Meta Ads (גלונס אסתטיקה),UNKNOWN,138.94,ILS,expense,19f348611fb0c87f,split payment
2026-07-05,Meta Ads (גלונס אסתטיקה),UNKNOWN,555.76,ILS,expense,19f3486259753e54,split payment
2026-07-05,Meta Ads (גלונס אסתטיקה),UNKNOWN,277.88,ILS,expense,19f34862be14eb0f,split payment
2026-07-05,Meta Ads (גלונס אסתטיקה),UNKNOWN,138.95,ILS,expense,19f348636820e4df,split payment
2026-07-05,Wolt - וולט מרקט,6a4a86b8d60174cf809eae88,257.30,ILS,expense,19f3348dc1a8c254,
2026-07-05,Wolt - נונו נודלס שופ,6a4a97d291543012aca7bf03,226.90,ILS,expense,19f338b1fb9f847b,
2026-07-05,איזיביזי לעסקים,0219-2577,317.42,ILS,expense,19f31e6db795cf48,מנוי חודשי עבור אדוונס אסתטיק
2026-07-06,PayPro Global (GREEN-API),43294084,24.00,USD,expense,19f37b8bbbd8c4a7,
2026-07-06,Wolt - וולט מרקט,6a4b6781f8ee492f2ac8718e,25.50,ILS,expense,19f36929ccd944c4,
2026-07-06,Wolt - וולט מרקט,6a4b90a7a8901f9278eb9c0d,82.75,ILS,expense,19f373b1044966fb,
2026-07-06,Wolt - וולט מרקט,6a4bc0b2136b266bfd3949a4,14.70,ILS,expense,19f37fbe2c0a3d1b,
2026-07-07,Meta Ads (גלונס אסתטיקה),27698483759838692-27958510407169361,1111.21,ILS,expense,19f3d8276eaaab73,
2026-07-07,Wolt - וולט מרקט,6a4cc39efee927602c93d2f7,143.73,ILS,expense,19f3bf9ccebf56f8,
2026-07-07,שיר חיה מרחב,62857,1500.00,ILS,expense,19f3c559d4bc727a,לקוח: אושר Advanced Aesthetic; טיפול/ייעוץ
2026-07-08,Eleven Labs,2953-2439-5152,22.00,USD,expense,19f40dbfe75ded7d,
2026-07-08,לוטם זיו - קלינאית תקשורת,12428,800.00,ILS,expense,19f402e3fe083b51,YPAY; עבור רפאל ארי דן-גור; 2 טיפולים
2026-07-09,Anthropic,2142-4085-2475,20.00,USD,expense,19f474707c7a5ed8,
2026-07-09,Anthropic,2665-5173-0221,20.00,USD,expense,19f461fdcbd90139,
2026-07-09,Wolt - וולט מרקט,6a4f92b0c2016169f8b30c76,9.50,ILS,expense,19f46d7d911f681a,
2026-07-09,Wolt - וולט מרקט,6a4f8dad8d2ef70b4442cc48,16.85,ILS,expense,19f46d7e398b3623,
2026-07-09,Wolt - וולט מרקט,6a4fa21984936eda2ce9a8db,11.50,ILS,expense,19f471c4d57c8689,
2026-07-09,Wolt - מאפיית דון לאון,6a4f6656f83fcb788d1b8297,453.90,ILS,expense,19f46749cd07be60,
2026-07-09,Wolt - פוקי בר,6a4fdb63cbfa5f9e0d8de1e0,75.00,ILS,expense,19f4827b92889355,
2026-07-09,צמרת מימונים (ישראכרט),UNKNOWN,UNKNOWN,ILS,expense,19f47d88f61fcc45,מכתב הודעה בלבד - החשבונית עצמה באתר tzm.co.il
2026-07-10,Meta Ads (גלונס אסתטיקה),27829950990025307-27888837777469960,1111.00,ILS,expense,19f4b90b96ad35fd,
2026-07-12,Anthropic,2861-0936-7374,20.00,USD,expense,19f554c0782f289e,
2026-07-12,Celonis (Make.com),2743-5696,12.00,USD,expense,19f560e925e01298,
2026-07-12,Celonis (Make.com),2246-4569,15.00,USD,expense,19f54f423d533675,
